Date,Open,High,Low,Close,Adj Close,Volume
2019-03-18,2730.000000,2920.000000,2730.000000,2910.000000,2910.000000,7696200
2019-03-19,3040.000000,3100.000000,2950.000000,3010.000000,3010.000000,8907800
2019-03-20,2980.000000,3040.000000,2890.000000,2920.000000,2920.000000,2856800
2019-03-21,2900.000000,2980.000000,2870.000000,2870.000000,2870.000000,3232400
2019-03-22,2900.000000,2910.000000,2810.000000,2830.000000,2830.000000,1689400
2019-03-25,2820.000000,2820.000000,2620.000000,2630.000000,2630.000000,3512700
2019-03-26,2700.000000,2740.000000,2550.000000,2560.000000,2560.000000,4318800
2019-03-27,2600.000000,2630.000000,2510.000000,2550.000000,2550.000000,2893000
2019-03-28,2580.000000,2650.000000,2550.000000,2580.000000,2580.000000,1186300
2019-03-29,2560.000000,2600.000000,2500.000000,2510.000000,2510.000000,981900
2019-04-01,2500.000000,2520.000000,2370.000000,2390.000000,2390.000000,2608600
2019-04-02,2390.000000,2470.000000,2300.000000,2330.000000,2330.000000,3265000
2019-04-03,2330.000000,2330.000000,2330.000000,2330.000000,2330.000000,0
2019-04-04,2330.000000,2480.000000,2330.000000,2410.000000,2410.000000,1850600
2019-04-05,2450.000000,2630.000000,2450.000000,2620.000000,2620.000000,5340700
2019-04-08,2620.000000,2650.000000,2530.000000,2550.000000,2550.000000,2631400
2019-04-09,2610.000000,2620.000000,2530.000000,2570.000000,2570.000000,3038700
2019-04-10,2600.000000,2600.000000,2550.000000,2580.000000,2580.000000,1100600
2019-04-11,2590.000000,2650.000000,2550.000000,2590.000000,2590.000000,1439100
2019-04-12,2560.000000,2770.000000,2550.000000,2750.000000,2750.000000,9729000
2019-04-15,2750.000000,2790.000000,2620.000000,2710.000000,2710.000000,4896700
2019-04-16,2710.000000,2860.000000,2700.000000,2710.000000,2710.000000,8631700
2019-04-17,2710.000000,2710.000000,2710.000000,2710.000000,2710.000000,0
2019-04-18,2710.000000,2760.000000,2650.000000,2740.000000,2740.000000,3642000
2019-04-19,2740.000000,2740.000000,2740.000000,2740.000000,2740.000000,0
2019-04-22,2740.000000,2780.000000,2670.000000,2700.000000,2700.000000,2571900
2019-04-23,2690.000000,2720.000000,2610.000000,2620.000000,2620.000000,5943300
2019-04-24,2620.000000,2660.000000,2500.000000,2520.000000,2520.000000,4105100
2019-04-25,2520.000000,2550.000000,2450.000000,2480.000000,2480.000000,2183700
2019-04-26,2480.000000,2590.000000,2460.000000,2510.000000,2510.000000,4475700
2019-04-29,2520.000000,2670.000000,2510.000000,2620.000000,2620.000000,6284200
2019-04-30,2640.000000,2660.000000,2550.000000,2610.000000,2610.000000,8155600
2019-05-01,2610.000000,2610.000000,2610.000000,2610.000000,2610.000000,0
2019-05-02,2610.000000,2640.000000,2500.000000,2510.000000,2510.000000,1926000
2019-05-03,2510.000000,2520.000000,2400.000000,2450.000000,2450.000000,2645300
2019-05-06,2450.000000,2450.000000,2260.000000,2270.000000,2270.000000,5763600
2019-05-07,2280.000000,2310.000000,2200.000000,2220.000000,2220.000000,5835300
2019-05-08,2220.000000,2220.000000,2100.000000,2150.000000,2150.000000,2674900
2019-05-09,2160.000000,2210.000000,1985.000000,1985.000000,1985.000000,8209400
2019-05-10,1985.000000,2070.000000,1910.000000,2050.000000,2050.000000,8511700
2019-05-13,2080.000000,2090.000000,1965.000000,1965.000000,1965.000000,3486800
2019-05-14,1950.000000,1965.000000,1895.000000,1915.000000,1915.000000,5860000
2019-05-15,1920.000000,1925.000000,1805.000000,1810.000000,1810.000000,3322700
2019-05-16,1810.000000,1845.000000,1700.000000,1710.000000,1710.000000,5177800
2019-05-17,1710.000000,1790.000000,1700.000000,1715.000000,1715.000000,3696400
2019-05-20,1715.000000,1790.000000,1680.000000,1765.000000,1765.000000,5652200
2019-05-21,1765.000000,1880.000000,1765.000000,1800.000000,1800.000000,3359400
2019-05-22,1800.000000,1815.000000,1760.000000,1800.000000,1800.000000,1640300
2019-05-23,1800.000000,1930.000000,1800.000000,1925.000000,1925.000000,6189200
2019-05-24,1925.000000,2020.000000,1890.000000,1895.000000,1895.000000,5236100
2019-05-27,1900.000000,2020.000000,1895.000000,2000.000000,2000.000000,11004000
2019-05-28,2000.000000,2050.000000,1970.000000,1975.000000,1975.000000,7819200
2019-05-29,1975.000000,2020.000000,1975.000000,1995.000000,1995.000000,2740900
2019-05-30,1995.000000,1995.000000,1995.000000,1995.000000,1995.000000,0
2019-05-31,1995.000000,2100.000000,1995.000000,2050.000000,2050.000000,11512300
2019-06-03,2050.000000,2050.000000,2050.000000,2050.000000,2050.000000,0
2019-06-04,2050.000000,2050.000000,2050.000000,2050.000000,2050.000000,0
2019-06-05,2050.000000,2050.000000,2050.000000,2050.000000,2050.000000,0
2019-06-06,2050.000000,2050.000000,2050.000000,2050.000000,2050.000000,0
2019-06-07,2050.000000,2050.000000,2050.000000,2050.000000,2050.000000,0
2019-06-10,2080.000000,2170.000000,2060.000000,2100.000000,2100.000000,6535700
2019-06-11,2110.000000,2140.000000,2080.000000,2100.000000,2100.000000,4080100
2019-06-12,2100.000000,2130.000000,2020.000000,2030.000000,2030.000000,4245400
2019-06-13,2030.000000,2050.000000,1945.000000,1945.000000,1945.000000,6463400
2019-06-14,1950.000000,1975.000000,1940.000000,1955.000000,1955.000000,2226100
