Date,Open,High,Low,Close,Adj Close,Volume
2019-03-18,2580.000000,2720.000000,2570.000000,2700.000000,2700.000000,21103300
2019-03-19,2700.000000,2730.000000,2610.000000,2650.000000,2650.000000,10211800
2019-03-20,2650.000000,2720.000000,2610.000000,2700.000000,2700.000000,13744500
2019-03-21,2730.000000,2760.000000,2670.000000,2680.000000,2680.000000,10669000
2019-03-22,2700.000000,2720.000000,2650.000000,2660.000000,2660.000000,2572000
2019-03-25,2660.000000,2670.000000,2550.000000,2590.000000,2590.000000,8303100
2019-03-26,2580.000000,2700.000000,2580.000000,2680.000000,2680.000000,8179200
2019-03-27,2690.000000,2710.000000,2610.000000,2680.000000,2680.000000,5639200
2019-03-28,2700.000000,2700.000000,2610.000000,2680.000000,2680.000000,6086000
2019-03-29,2680.000000,2700.000000,2620.000000,2680.000000,2680.000000,2525300
2019-04-01,2700.000000,2750.000000,2620.000000,2710.000000,2710.000000,8439600
2019-04-02,2730.000000,2730.000000,2650.000000,2680.000000,2680.000000,4412800
2019-04-03,2680.000000,2680.000000,2680.000000,2680.000000,2680.000000,0
2019-04-04,2670.000000,2700.000000,2620.000000,2630.000000,2630.000000,4286200
2019-04-05,2640.000000,2660.000000,2570.000000,2640.000000,2640.000000,5133300
2019-04-08,2620.000000,2620.000000,2510.000000,2530.000000,2530.000000,7210800
2019-04-09,2530.000000,2570.000000,2520.000000,2550.000000,2550.000000,6235800
2019-04-10,2550.000000,2610.000000,2510.000000,2580.000000,2580.000000,5073500
2019-04-11,2610.000000,2730.000000,2550.000000,2670.000000,2670.000000,12387200
2019-04-12,2710.000000,2890.000000,2710.000000,2810.000000,2810.000000,25336100
2019-04-15,2820.000000,2840.000000,2750.000000,2770.000000,2770.000000,10623500
2019-04-16,2770.000000,2800.000000,2690.000000,2760.000000,2760.000000,19715400
2019-04-17,2760.000000,2760.000000,2760.000000,2760.000000,2760.000000,0
2019-04-18,2820.000000,2880.000000,2790.000000,2850.000000,2850.000000,33758200
2019-04-19,2850.000000,2850.000000,2850.000000,2850.000000,2850.000000,0
2019-04-22,2850.000000,2880.000000,2720.000000,2800.000000,2800.000000,34552200
2019-04-23,2770.000000,2960.000000,2770.000000,2930.000000,2930.000000,28490600
2019-04-24,2970.000000,2980.000000,2870.000000,2870.000000,2870.000000,11371700
2019-04-25,2870.000000,2930.000000,2830.000000,2860.000000,2860.000000,6940600
2019-04-26,2830.000000,2910.000000,2820.000000,2870.000000,2870.000000,7321000
2019-04-29,2870.000000,2950.000000,2870.000000,2900.000000,2900.000000,12936000
2019-04-30,2900.000000,2930.000000,2870.000000,2920.000000,2920.000000,9537500
2019-05-01,2920.000000,2920.000000,2920.000000,2920.000000,2920.000000,0
2019-05-02,2920.000000,2920.000000,2760.000000,2780.000000,2780.000000,11696900
2019-05-03,2800.000000,2810.000000,2640.000000,2780.000000,2780.000000,14894300
2019-05-06,2800.000000,2880.000000,2700.000000,2850.000000,2850.000000,21344400
2019-05-07,2900.000000,3070.000000,2900.000000,2980.000000,2980.000000,43528900
2019-05-08,2970.000000,3040.000000,2940.000000,2960.000000,2960.000000,12287700
2019-05-09,2950.000000,3020.000000,2930.000000,2960.000000,2960.000000,11767700
2019-05-10,2970.000000,3000.000000,2840.000000,2930.000000,2930.000000,15030400
2019-05-13,2940.000000,2950.000000,2720.000000,2760.000000,2760.000000,14260300
2019-05-14,2720.000000,2810.000000,2690.000000,2770.000000,2770.000000,15250000
2019-05-15,2780.000000,2810.000000,2530.000000,2650.000000,2650.000000,14982700
2019-05-16,2650.000000,2670.000000,2550.000000,2560.000000,2560.000000,6731200
2019-05-17,2560.000000,2600.000000,2420.000000,2540.000000,2540.000000,7490000
2019-05-20,2520.000000,2730.000000,2450.000000,2650.000000,2650.000000,9392800
2019-05-21,2650.000000,2720.000000,2620.000000,2670.000000,2670.000000,5280300
2019-05-22,2670.000000,2680.000000,2580.000000,2640.000000,2640.000000,2000400
2019-05-23,2680.000000,2790.000000,2610.000000,2740.000000,2740.000000,10154800
2019-05-24,2760.000000,2850.000000,2740.000000,2790.000000,2790.000000,7215000
2019-05-27,2830.000000,2880.000000,2810.000000,2810.000000,2810.000000,9575700
2019-05-28,2850.000000,2860.000000,2740.000000,2790.000000,2790.000000,4355000
2019-05-29,2790.000000,2920.000000,2790.000000,2900.000000,2900.000000,9654100
2019-05-30,2900.000000,2900.000000,2900.000000,2900.000000,2900.000000,0
2019-05-31,2900.000000,2980.000000,2790.000000,2860.000000,2860.000000,20433200
2019-06-03,2860.000000,2860.000000,2860.000000,2860.000000,2860.000000,0
2019-06-04,2860.000000,2860.000000,2860.000000,2860.000000,2860.000000,0
2019-06-05,2860.000000,2860.000000,2860.000000,2860.000000,2860.000000,0
2019-06-06,2860.000000,2860.000000,2860.000000,2860.000000,2860.000000,0
2019-06-07,2860.000000,2860.000000,2860.000000,2860.000000,2860.000000,0
2019-06-10,2950.000000,3020.000000,2910.000000,2940.000000,2940.000000,14450100
2019-06-11,2980.000000,3000.000000,2920.000000,2940.000000,2940.000000,5801400
2019-06-12,2980.000000,2980.000000,2860.000000,2900.000000,2900.000000,6123100
2019-06-13,2850.000000,2870.000000,2810.000000,2860.000000,2860.000000,8567800
2019-06-14,2860.000000,2930.000000,2840.000000,2860.000000,2860.000000,5537200
